major_name,major_description,university_name,country,university_score,major_name_vi,major_description_vi
Human Resources Analytics," Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis","university of california, irvine",USA,50.64,Phân tích nguồn nhân lực,"Nhân sự, Phân tích con người, Phân tích kinh doanh, Quan hệ nhân viên, Hoạt động nhân sự, Lãnh đạo và quản lý, Phát triển con người, Giao tiếp, Trực quan hóa dữ liệu, Gây ảnh hưởng, Kể chuyện, Phân tích dữ liệu"
Human Resources Analytics," Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis","university of california, irvine",USA,47.52,Phân tích nguồn nhân lực,"Nhân sự, Phân tích con người, Phân tích kinh doanh, Quan hệ nhân viên, Hoạt động nhân sự, Lãnh đạo và quản lý, Phát triển con người, Giao tiếp, Trực quan hóa dữ liệu, Gây ảnh hưởng, Kể chuyện, Phân tích dữ liệu"
Human Resources Analytics," Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis","university of california, irvine",USA,52.93,Phân tích nguồn nhân lực,"Nhân sự, Phân tích con người, Phân tích kinh doanh, Quan hệ nhân viên, Hoạt động nhân sự, Lãnh đạo và quản lý, Phát triển con người, Giao tiếp, Trực quan hóa dữ liệu, Gây ảnh hưởng, Kể chuyện, Phân tích dữ liệu"
Human Resources Analytics," Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis","university of california, irvine",USA,51.51,Phân tích nguồn nhân lực,"Nhân sự, Phân tích con người, Phân tích kinh doanh, Quan hệ nhân viên, Hoạt động nhân sự, Lãnh đạo và quản lý, Phát triển con người, Giao tiếp, Trực quan hóa dữ liệu, Gây ảnh hưởng, Kể chuyện, Phân tích dữ liệu"
Photography Basics and Beyond: From Smartphone to DSLR," Creativity, Social Media, Operations Management, Writing",michigan state university,USA,50.69,Những khái niệm cơ bản về nhiếp ảnh và hơn thế nữa: Từ điện thoại thông minh đến máy ảnh DSLR,"Sáng tạo, Truyền thông xã hội, Quản lý hoạt động, Viết"
Photography Basics and Beyond: From Smartphone to DSLR," Creativity, Social Media, Operations Management, Writing",michigan state university,USA,49.74,Những khái niệm cơ bản về nhiếp ảnh và hơn thế nữa: Từ điện thoại thông minh đến máy ảnh DSLR,"Sáng tạo, Truyền thông xã hội, Quản lý hoạt động, Viết"
The Singer Songwriter," Creativity, Writing",berklee,Unknown,62.39938193343899,Ca sĩ nhạc sĩ,"Sáng tạo, Viết lách"
CompTIA a+_ cyber," Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems, System Security",comptia,Unknown,62.39938193343899,CompTIA a+_ cyber,"Điện toán đám mây, Tấn công mạng, Quản lý dữ liệu, Tương tác máy tính của con người, An ninh mạng, Hệ điều hành, Bảo mật hệ thống"
Contabilidad para no contadores," Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus",universidad nacional autónoma de méxico,Unknown,62.39938193343899,Contabilidad para no contadores,"Kế toán, Tài chính, Kế toán tài chính, Kế toán tổng hợp, Tài khoản phải trả và phải thu, Phân tích kinh doanh, Phân tích tài chính, Phân tích hoạt động, Lập kế hoạch, Giải tích"
Coding for Everyone: C and C++," C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science","university of california, santa cruz",USA,48.89,Viết mã cho mọi người: C và C++,"Nhóm ngôn ngữ lập trình C, Lập trình máy tính, Nguyên tắc lập trình, Thuật toán, Cấu trúc dữ liệu, Lập trình C++, Logic tính toán, Công cụ lập trình máy tính, Tư duy tính toán, Tư duy phản biện, Toán học, Giải quyết vấn đề, Lý thuyết đồ thị, Khoa học máy tính lý thuyết"
Coding for Everyone: C and C++," C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science","university of california, santa cruz",USA,48.59,Viết mã cho mọi người: C và C++,"Nhóm ngôn ngữ lập trình C, Lập trình máy tính, Nguyên tắc lập trình, Thuật toán, Cấu trúc dữ liệu, Lập trình C++, Logic tính toán, Công cụ lập trình máy tính, Tư duy tính toán, Tư duy phản biện, Toán học, Giải quyết vấn đề, Lý thuyết đồ thị, Khoa học máy tính lý thuyết"
Business Statistics and Analysis," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",rice university,USA,48.76,Thống kê và phân tích kinh doanh,"Xác suất & Thống kê, Phân tích thống kê, Phân tích kinh doanh, Thống kê chung, Phân tích dữ liệu, Phần mềm bảng tính, Thống kê mô tả cơ bản, Microsoft Excel, Kiểm tra thống kê, Phân phối xác suất, Thông minh kinh doanh, Phần mềm phân tích dữ liệu, Hồi quy, Quản lý dữ liệu, Tư duy phản biện, Trực quan hóa dữ liệu, Trực quan hóa dữ liệu tương tác, Âm mưu (Đồ họa), Trực quan hóa thống kê"
Business Statistics and Analysis," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",rice university,USA,44.53,Thống kê và phân tích kinh doanh,"Xác suất & Thống kê, Phân tích thống kê, Phân tích kinh doanh, Thống kê chung, Phân tích dữ liệu, Phần mềm bảng tính, Thống kê mô tả cơ bản, Microsoft Excel, Kiểm tra thống kê, Phân phối xác suất, Thông minh kinh doanh, Phần mềm phân tích dữ liệu, Hồi quy, Quản lý dữ liệu, Tư duy phản biện, Trực quan hóa dữ liệu, Trực quan hóa dữ liệu tương tác, Âm mưu (Đồ họa), Trực quan hóa thống kê"
Business Statistics and Analysis," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",rice university,USA,50.94,Thống kê và phân tích kinh doanh,"Xác suất & Thống kê, Phân tích thống kê, Phân tích kinh doanh, Thống kê chung, Phân tích dữ liệu, Phần mềm bảng tính, Thống kê mô tả cơ bản, Microsoft Excel, Kiểm tra thống kê, Phân phối xác suất, Thông minh kinh doanh, Phần mềm phân tích dữ liệu, Hồi quy, Quản lý dữ liệu, Tư duy phản biện, Trực quan hóa dữ liệu, Trực quan hóa dữ liệu tương tác, Âm mưu (Đồ họa), Trực quan hóa thống kê"
Business Statistics and Analysis," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",rice university,USA,49.73,Thống kê và phân tích kinh doanh,"Xác suất & Thống kê, Phân tích thống kê, Phân tích kinh doanh, Thống kê chung, Phân tích dữ liệu, Phần mềm bảng tính, Thống kê mô tả cơ bản, Microsoft Excel, Kiểm tra thống kê, Phân phối xác suất, Thông minh kinh doanh, Phần mềm phân tích dữ liệu, Hồi quy, Quản lý dữ liệu, Tư duy phản biện, Trực quan hóa dữ liệu, Trực quan hóa dữ liệu tương tác, Âm mưu (Đồ họa), Trực quan hóa thống kê"
Object Oriented Programming in Java," Computer Programming, Java Programming, Algorithms, Data Structures, Problem Solving, Programming Principles, Computational Thinking, Computer Programming Tools, Critical Thinking, Software Engineering, Computational Logic, Data Analysis, Visualization (Computer Graphics), Software Testing, Computer Graphics, Cryptography, Data Management",multiple educators,Unknown,62.39938193343899,Lập trình hướng đối tượng trong Java,"Lập trình máy tính, Lập trình Java, Thuật toán, Cấu trúc dữ liệu, Giải quyết vấn đề, Nguyên tắc lập trình, Tư duy tính toán, Công cụ lập trình máy tính, Tư duy phê phán, Kỹ thuật phần mềm, Logic tính toán, Phân tích dữ liệu, Trực quan hóa (Đồ họa máy tính), Kiểm tra phần mềm, Đồ họa máy tính, Mật mã học, Quản lý dữ liệu"
Six Sigma Green Belt," Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",university system of georgia,Unknown,62.39938193343899,Vành đai xanh Six Sigma,"Phân tích dữ liệu, Xác suất & Thống kê, Phân tích kinh doanh, Phân tích quy trình, Phân tích thống kê, Thống kê tổng hợp, Phân tích hoạt động, Quản lý quy trình kinh doanh, Phát triển tổ chức, Quản lý hiệu suất, Giải quyết vấn đề, Quản lý dự án, Kiểm tra thống kê, Trực quan hóa thống kê, Chiến lược và hoạt động, Ra quyết định, Lãnh đạo và quản lý, Toán học, Quản lý hoạt động, Chuỗi cung ứng và hậu cần, Tinh thần kinh doanh, Lập kế hoạch, Phân phối xác suất, Trực quan hóa dữ liệu, Thử nghiệm, Trực quan hóa dữ liệu tương tác, Thiết kế tương tác, Thiết kế và sản phẩm"
Microsoft Azure Data Fundamentals DP-900 Exam Prep," Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",microsoft,Unknown,62.39938193343899,Luyện thi Nguyên tắc cơ bản về dữ liệu Microsoft Azure DP-900,"Quản lý dữ liệu, Cơ sở dữ liệu, Microsoft Azure, Điện toán đám mây, SQL, Dữ liệu lớn, Phân tích dữ liệu, Ứng dụng cơ sở dữ liệu, Kiến trúc dữ liệu, Kho dữ liệu, Lưu trữ đám mây, Cấu trúc dữ liệu, Trực quan hóa dữ liệu, Trích xuất, Chuyển đổi, Tải, Lãnh đạo và Quản lý, NoSQL, Phần mềm phân tích dữ liệu, Phần mềm trực quan hóa dữ liệu, Quản trị cơ sở dữ liệu, Cơ sở hạ tầng đám mây, Quản lý đám mây, Lý thuyết cơ sở dữ liệu, PostgreSQL"
Programming in C++: A Hands-on Introduction," Computer Programming, Computer Science, Problem Solving",codio,Unknown,62.39938193343899,Lập trình bằng C++: Giới thiệu thực hành,"Lập trình máy tính, Khoa học máy tính, Giải quyết vấn đề"
Microsoft Azure Data Scientist Associate (DP-100)," Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Cloud-Based Integration, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Deep Learning, Experiment",microsoft,Unknown,62.39938193343899,Hiệp hội nhà khoa học dữ liệu Microsoft Azure (DP-100),"Học máy, Microsoft Azure, Học máy ứng dụng, Thuật toán học máy, Phần mềm học máy, Điện toán đám mây, Lập trình Python, Học tập của con người, Thuật toán, Dữ liệu lớn, Ứng dụng đám mây, Phân tích dữ liệu, Hồi quy, Tích hợp dựa trên đám mây, Trích xuất, Chuyển đổi, Tải, Đào tạo, Phân tích dữ liệu khám phá, Nền tảng đám mây, Quản lý dữ liệu, Học sâu, Thử nghiệm"
Google Project Management (PT)," Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development",google,Unknown,62.39938193343899,Quản lý dự án của Google (PT),"Quản lý dự án, Phân tích quy trình, Hợp tác, Phát triển tổ chức, Giao tiếp, Ra quyết định, Chiến lược, Quản lý sản phẩm, Giao tiếp trong kinh doanh, Khả năng thích ứng, Phát triển phần mềm linh hoạt, Quản lý thay đổi, Lãnh đạo và Quản lý, Phân tích con người, Scrum (Phát triển phần mềm), Chiến lược và vận hành, Tích hợp liên tục, Quản lý rủi ro, Phần mềm bảng tính, Phát triển chuyên môn, Nguyên tắc lập trình, Phát triển ứng dụng"
Python Data Structures," Computational Logic, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering",university of michigan,Unknown,62.39938193343899,Cấu trúc dữ liệu Python,"Logic tính toán, Lập trình máy tính, Tư duy phản biện, Phân tích dữ liệu, Quản lý dữ liệu, Cấu trúc dữ liệu, Giải quyết vấn đề, Nguyên tắc lập trình, Lập trình Python, Kỹ thuật phần mềm"
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,73.64,Nguyên tắc cơ bản của tài chính,"Kế toán, Tài chính, Kế toán tài chính, Phân tích tài chính, Toán học, Giải quyết vấn đề, Ra quyết định, Dự toán, Quản lý đầu tư, Kế toán quản trị"
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,77.24,Nguyên tắc cơ bản của tài chính,"Kế toán, Tài chính, Kế toán tài chính, Phân tích tài chính, Toán học, Giải quyết vấn đề, Ra quyết định, Dự toán, Quản lý đầu tư, Kế toán quản trị"
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,79.3,Nguyên tắc cơ bản của tài chính,"Kế toán, Tài chính, Kế toán tài chính, Phân tích tài chính, Toán học, Giải quyết vấn đề, Ra quyết định, Dự toán, Quản lý đầu tư, Kế toán quản trị"
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,77.6,Nguyên tắc cơ bản của tài chính,"Kế toán, Tài chính, Kế toán tài chính, Phân tích tài chính, Toán học, Giải quyết vấn đề, Ra quyết định, Dự toán, Quản lý đầu tư, Kế toán quản trị"
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,57.53,Phân tích thống kê với R cho sức khỏe cộng đồng,"Phân tích dữ liệu, Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Kiểm tra thống kê, Lập trình R, Hồi quy, Thống kê sinh học, Lập trình thống kê, Thống kê mô tả cơ bản, Phân tích dữ liệu thăm dò, Tư duy phê phán, Tương quan và phụ thuộc, Phân phối xác suất, Dịch tễ học"
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,56.75,Phân tích thống kê với R cho sức khỏe cộng đồng,"Phân tích dữ liệu, Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Kiểm tra thống kê, Lập trình R, Hồi quy, Thống kê sinh học, Lập trình thống kê, Thống kê mô tả cơ bản, Phân tích dữ liệu thăm dò, Tư duy phê phán, Tương quan và phụ thuộc, Phân phối xác suất, Dịch tễ học"
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,58.85,Phân tích thống kê với R cho sức khỏe cộng đồng,"Phân tích dữ liệu, Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Kiểm tra thống kê, Lập trình R, Hồi quy, Thống kê sinh học, Lập trình thống kê, Thống kê mô tả cơ bản, Phân tích dữ liệu thăm dò, Tư duy phê phán, Tương quan và phụ thuộc, Phân phối xác suất, Dịch tễ học"
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,59.61,Phân tích thống kê với R cho sức khỏe cộng đồng,"Phân tích dữ liệu, Thống kê tổng hợp, Xác suất & Thống kê, Phân tích thống kê, Kiểm tra thống kê, Lập trình R, Hồi quy, Thống kê sinh học, Lập trình thống kê, Thống kê mô tả cơ bản, Phân tích dữ liệu thăm dò, Tư duy phê phán, Tương quan và phụ thuộc, Phân phối xác suất, Dịch tễ học"
Applied Machine Learning in Python," Algorithms, Machine Learning, Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Data Analysis, Regression, Human Learning, Statistical Programming, Computer Programming",university of michigan,Unknown,62.39938193343899,Học máy ứng dụng trong Python,"Thuật toán, Học máy, Thuật toán học máy, Lập trình Python, Học máy ứng dụng, Học máy thống kê, Phân tích dữ liệu, Hồi quy, Học tập của con người, Lập trình thống kê, Lập trình máy tính"
Real-World Product Management," Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Process Management, Customer Success, Market Analysis",advancing women in tech,Unknown,62.39938193343899,Quản lý sản phẩm trong thế giới thực,"Lãnh đạo và Quản lý, Chiến lược sản phẩm, Quản lý sản phẩm, Chiến lược, Tiếp thị, Chiến lược và Hoạt động, Tiếp thị sản phẩm, Quản lý quy trình kinh doanh, Thành công của khách hàng, Phân tích thị trường"
ITIL 4 Exam Preparation," Organizational Development, Leadership and Management, Planning",learnquest,Unknown,62.39938193343899,Luyện thi ITIL 4,"Phát triển tổ chức, Lãnh đạo và Quản lý, Lập kế hoạch"
Introduction to Data Engineering," Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL",ibm,Unknown,62.39938193343899,Giới thiệu về Kỹ thuật dữ liệu,"Kỹ thuật dữ liệu, Quản lý dữ liệu, Trích xuất, Chuyển đổi, Tải, Cơ sở dữ liệu, An ninh Mạng, Dữ liệu lớn, Kho dữ liệu, Lãnh đạo và Quản lý, SQL, Khoa học dữ liệu, NoSQL"
Google Project Management (DE)," Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research, Customer Analysis",google,Unknown,62.39938193343899,Quản lý dự án của Google (DE),"Thiết kế và Sản phẩm, Microsoft Excel, Kỹ thuật phần mềm, Lãnh đạo và Quản lý, Phân tích Kinh doanh, Thiết kế Kinh doanh, Phân tích Dữ liệu, Thiết kế Tiếp thị, Sáng tạo, Nghiên cứu Persona, Phân tích Khách hàng"
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,50.68,Tài chính cho Giám đốc Kỹ thuật,"Tài chính, Phân tích tài chính, Kế toán, Quản lý đầu tư, Kế toán chi phí, Lãnh đạo và Quản lý, Kế toán tài chính, Quản lý tài chính, Chiến lược và Hoạt động"
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,51.16,Tài chính cho Giám đốc Kỹ thuật,"Tài chính, Phân tích tài chính, Kế toán, Quản lý đầu tư, Kế toán chi phí, Lãnh đạo và Quản lý, Kế toán tài chính, Quản lý tài chính, Chiến lược và Hoạt động"
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,54.5,Tài chính cho Giám đốc Kỹ thuật,"Tài chính, Phân tích tài chính, Kế toán, Quản lý đầu tư, Kế toán chi phí, Lãnh đạo và Quản lý, Kế toán tài chính, Quản lý tài chính, Chiến lược và Hoạt động"
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,54.62,Tài chính cho Giám đốc Kỹ thuật,"Tài chính, Phân tích tài chính, Kế toán, Quản lý đầu tư, Kế toán chi phí, Lãnh đạo và Quản lý, Kế toán tài chính, Quản lý tài chính, Chiến lược và Hoạt động"
Investment Management with Python and Machine Learning," Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",edhec business school,Unknown,62.39938193343899,Quản lý đầu tư với Python và Machine Learning,"Quản lý đầu tư, Tài chính, Lập trình Python, Phân tích dữ liệu, Lập trình máy tính, Học máy, Lập trình thống kê, Học máy ứng dụng, Phân tích tài chính, Thuật toán học máy, Quản lý rủi ro, Học máy thống kê, Phần mềm phân tích dữ liệu, Quản lý dữ liệu, Khai thác dữ liệu, Xử lý ngôn ngữ tự nhiên, Học tập của con người, Dữ liệu lớn, Khoa học máy tính"
Cybersecurity Attack and Defense Fundamentals," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",ec-council,Unknown,62.39938193343899,Các nguyên tắc cơ bản về tấn công và phòng thủ an ninh mạng,"An ninh mạng, Kỹ thuật bảo mật, Bảo mật hệ thống, Mạng máy tính, Quản lý sự cố bảo mật máy tính, Bảo mật phần mềm, Mô hình bảo mật máy tính, Bảo mật di động, Tấn công mạng, Phần mềm bảo mật, Internet vạn vật, Kiến trúc mạng, Điện toán đám mây, Kubernetes, Quy định và tuân thủ"
AI & Law," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",lund university,Sweden,50.34,AI & Luật,"Tương tác giữa con người với máy tính, Học tập của con người, Học máy, Học máy ứng dụng, Ra quyết định, Thuật toán học máy, Tư duy phê phán, Lãnh đạo và quản lý, Phân tích quy trình, Quy định và tuân thủ"
AI & Law," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",lund university,Sweden,49.75,AI & Luật,"Tương tác giữa con người với máy tính, Học tập của con người, Học máy, Học máy ứng dụng, Ra quyết định, Thuật toán học máy, Tư duy phê phán, Lãnh đạo và quản lý, Phân tích quy trình, Quy định và tuân thủ"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,60.76,Xây dựng một máy tính hiện đại từ những nguyên tắc đầu tiên: Từ Nand đến Tetris (Khóa học lấy dự án làm trung tâm),"Logic tính toán, Kiến trúc máy tính, Lập trình máy tính, Thiết kế phần cứng, Khoa học máy tính lý thuyết, Công cụ lập trình máy tính, Tư duy phản biện, Giải quyết vấn đề, Thiết kế hệ thống"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,59.98,Xây dựng một máy tính hiện đại từ những nguyên tắc đầu tiên: Từ Nand đến Tetris (Khóa học lấy dự án làm trung tâm),"Logic tính toán, Kiến trúc máy tính, Lập trình máy tính, Thiết kế phần cứng, Khoa học máy tính lý thuyết, Công cụ lập trình máy tính, Tư duy phản biện, Giải quyết vấn đề, Thiết kế hệ thống"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,66.76,Xây dựng một máy tính hiện đại từ những nguyên tắc đầu tiên: Từ Nand đến Tetris (Khóa học lấy dự án làm trung tâm),"Logic tính toán, Kiến trúc máy tính, Lập trình máy tính, Thiết kế phần cứng, Khoa học máy tính lý thuyết, Công cụ lập trình máy tính, Tư duy phản biện, Giải quyết vấn đề, Thiết kế hệ thống"
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,65.71,Xây dựng một máy tính hiện đại từ những nguyên tắc đầu tiên: Từ Nand đến Tetris (Khóa học lấy dự án làm trung tâm),"Logic tính toán, Kiến trúc máy tính, Lập trình máy tính, Thiết kế phần cứng, Khoa học máy tính lý thuyết, Công cụ lập trình máy tính, Tư duy phản biện, Giải quyết vấn đề, Thiết kế hệ thống"
Branding: The Creative Journey," Brand Management, Marketing, Leadership and Management, Advertising, Communication, Strategy, Creativity, Strategy and Operations, User Experience, Customer Analysis, Design and Product, Media Strategy & Planning, Customer Relationship Management, Customer Success, Customer Support, Social Media, Storytelling, User Experience Design, Visual Design, Graphic Design, Journalism",ie business school,Unknown,62.39938193343899,Xây dựng thương hiệu: Hành trình sáng tạo,"Quản lý thương hiệu, Tiếp thị, Lãnh đạo và Quản lý, Quảng cáo, Truyền thông, Chiến lược, Sáng tạo, Chiến lược và Hoạt động, Trải nghiệm người dùng, Phân tích khách hàng, Thiết kế và sản phẩm, Chiến lược & lập kế hoạch truyền thông, Quản lý quan hệ khách hàng, Thành công của khách hàng, Hỗ trợ khách hàng, Truyền thông xã hội, Kể chuyện, Thiết kế trải nghiệm người dùng, Thiết kế trực quan, Thiết kế đồ họa, Báo chí"
