major_name,major_description,university_name,country,university_score
Six Sigma Green Belt," Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",university system of georgia,Unknown,62.39938193343899
Microsoft Azure Data Fundamentals DP-900 Exam Prep," Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",microsoft,Unknown,62.39938193343899
Programming in C++: A Hands-on Introduction," Computer Programming, Computer Science, Problem Solving",codio,Unknown,62.39938193343899
Microsoft Azure Data Scientist Associate (DP-100)," Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Cloud-Based Integration, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Deep Learning, Experiment",microsoft,Unknown,62.39938193343899
Google Project Management (PT)," Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development",google,Unknown,62.39938193343899
Python Data Structures," Computational Logic, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering",university of michigan,Unknown,62.39938193343899
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,73.64
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,77.24
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,79.3
Fundamentals of Finance," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",university of pennsylvania,USA,77.6
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,57.53
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,56.75
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,58.85
Statistical Analysis with R for Public Health," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",imperial college london,United Kingdom,59.61
Applied Machine Learning in Python," Algorithms, Machine Learning, Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Data Analysis, Regression, Human Learning, Statistical Programming, Computer Programming",university of michigan,Unknown,62.39938193343899
Real-World Product Management," Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Process Management, Customer Success, Market Analysis",advancing women in tech,Unknown,62.39938193343899
ITIL 4 Exam Preparation," Organizational Development, Leadership and Management, Planning",learnquest,Unknown,62.39938193343899
Introduction to Data Engineering," Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL",ibm,Unknown,62.39938193343899
Google Project Management (DE)," Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research, Customer Analysis",google,Unknown,62.39938193343899
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,50.68
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,51.16
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,54.5
Finance for Technical Managers," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",university of colorado boulder,USA,54.62
Investment Management with Python and Machine Learning," Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",edhec business school,Unknown,62.39938193343899
Cybersecurity Attack and Defense Fundamentals," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",ec-council,Unknown,62.39938193343899
AI & Law," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",lund university,Sweden,50.34
AI & Law," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",lund university,Sweden,49.75
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,60.76
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,59.98
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,66.76
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",hebrew university of jerusalem,Israel,65.71
Branding: The Creative Journey," Brand Management, Marketing, Leadership and Management, Advertising, Communication, Strategy, Creativity, Strategy and Operations, User Experience, Customer Analysis, Design and Product, Media Strategy & Planning, Customer Relationship Management, Customer Success, Customer Support, Social Media, Storytelling, User Experience Design, Visual Design, Graphic Design, Journalism",ie business school,Unknown,62.39938193343899
The Manager's Toolkit: A Practical Guide to Managing People at Work," Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development",university of london,Unknown,62.39938193343899
Talent Acquisition," Mergers & Acquisitions, Recruitment",hrci,Unknown,62.39938193343899
Convolutional Neural Networks in TensorFlow," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",deeplearning.ai,Unknown,62.39938193343899
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,66.94
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,65.64
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,71.17
Reducing Gun Violence in America: Evidence for Change, Exploratory Data Analysis,johns hopkins university,USA,71.6
Build Dynamic User Interfaces (UI) for Websites," User Experience, User Research, Web Design, Web Development Tools",google,Unknown,62.39938193343899
Introduction to Discrete Mathematics for Computer Science," Mathematics, Problem Solving, Mathematical Theory & Analysis, Algorithms, Critical Thinking, Graph Theory, Combinatorics, Computational Thinking, Probability & Statistics, Computer Programming, Python Programming, Computational Logic, General Statistics, Theoretical Computer Science, Probability Distribution, Strategy, Creativity, Experiment, Calculus, Game Theory, Visualization (Computer Graphics), Cryptography, Sales",university of california san diego,Unknown,62.39938193343899
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,58.37
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,57.72
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,63.56
Python Programming Fundamentals," Algorithms, Computer Programming, Problem Solving, Python Programming",duke university,USA,61.55
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,66.94
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,65.64
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,71.17
Epidemiology in Public Health Practice," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",johns hopkins university,USA,71.6
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,50.68
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,51.16
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,54.5
Foundations of Data Structures and Algorithms," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",university of colorado boulder,USA,54.62
Design a User Experience for Social Good & Prepare for Jobs," User Experience, Social Media, User Research, Web Design",google,Unknown,62.39938193343899
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,53.43
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,56.11
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,60.87
Learn to Program: The Fundamentals," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",university of toronto,Canada,60.04
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep," Computer Graphics, Computer Graphic Techniques, Design and Product, Feature Engineering, Research and Design, Software Architecture, Software Engineering, User Experience Design, Visualization (Computer Graphics)",autodesk,Unknown,62.39938193343899
Site Reliability Engineering: Measuring and Managing Reliability," DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Critical Thinking",google cloud,Unknown,62.39938193343899
Data Mining," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",university of illinois at urbana-champaign,Unknown,62.39938193343899
Excel/VBA for Creative Problem Solving," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",university of colorado boulder,USA,50.68
Excel/VBA for Creative Problem Solving," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",university of colorado boulder,USA,51.16
Excel/VBA for Creative Problem Solving," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",university of colorado boulder,USA,54.5
Excel/VBA for Creative Problem Solving," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",university of colorado boulder,USA,54.62
Excel Skills for Data Analytics and Visualization," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",macquarie university,Australia,45.18
Excel Skills for Data Analytics and Visualization," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",macquarie university,Australia,44.96
"Modern Robotics:  Mechanics, Planning, and Control"," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",northwestern university,USA,54.4
"Modern Robotics:  Mechanics, Planning, and Control"," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",northwestern university,USA,56.12
"Modern Robotics:  Mechanics, Planning, and Control"," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",northwestern university,USA,66.18
"Modern Robotics:  Mechanics, Planning, and Control"," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",northwestern university,USA,66.56
Data Visualization with Python," Python Programming, Computer Programming, Data Analysis, Data Visualization",ibm,Unknown,62.39938193343899
Trading Strategies in Emerging Markets," Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Risk Management, Strategy and Operations, Account Management, Behavioral Economics, Decision Making, General Accounting, Market Research, Performance Management, Correlation And Dependence, Statistical Tests",indian school of business,Unknown,62.39938193343899
Deep Neural Networks with PyTorch," Human Learning, Machine Learning, Deep Learning, Python Programming, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Regression, Statistical Machine Learning",ibm,Unknown,62.39938193343899
Learn English: Intermediate Grammar," Writing, Communication","university of california, irvine",USA,50.64
Learn English: Intermediate Grammar," Writing, Communication","university of california, irvine",USA,47.52
Learn English: Intermediate Grammar," Writing, Communication","university of california, irvine",USA,52.93
Learn English: Intermediate Grammar," Writing, Communication","university of california, irvine",USA,51.51
Introduction to Computer Science and Programming," Mathematical Theory & Analysis, Mathematics, Problem Solving, Algebra, Calculus, Computer Networking, Applied Mathematics, Critical Thinking, Theoretical Computer Science, Computer Programming, Javascript",university of london,Unknown,62.39938193343899
Leading Diverse Teams & Organizations," Communication, Leadership and Management",university of michigan,Unknown,62.39938193343899
Introduction to Cyber Security," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",new york university,USA,60.55
Introduction to Cyber Security," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",new york university,USA,63.99
Introduction to Cyber Security," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",new york university,USA,72.29
Introduction to Cyber Security," Security Engineering, Cyberattacks, Network Security, System Security, Security Strategy, Computer Networking, Security Software, Computer Security Models, Network Architecture, Strategy, Cryptography, Problem Solving, Software Security, Algorithms, Computer Security Incident Management, Critical Thinking, Computational Thinking, BlockChain, Cloud Computing, Mobile Security",new york university,USA,68.39
Investment and Portfolio Management," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",rice university,USA,48.76
Investment and Portfolio Management," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",rice university,USA,44.53
Investment and Portfolio Management," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",rice university,USA,50.94
Investment and Portfolio Management," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Mathematical Theory & Analysis, Probability Distribution",rice university,USA,49.73
The Pronunciation of American English, Communication,"university of california, irvine",USA,50.64
The Pronunciation of American English, Communication,"university of california, irvine",USA,47.52
The Pronunciation of American English, Communication,"university of california, irvine",USA,52.93
The Pronunciation of American English, Communication,"university of california, irvine",USA,51.51
Natural Language Processing with Attention Models," Artificial Neural Networks, Deep Learning, Natural Language Processing, Machine Learning, Python Programming, Statistical Programming",deeplearning.ai,Unknown,62.39938193343899
Statistics with Python," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Estimation, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Computer Programming, Bayesian Statistics",university of michigan,Unknown,62.39938193343899
From Data to Insights with Google Cloud," Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Data Analysis Software, Extract, Transform, Load, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory",google cloud,Unknown,62.39938193343899
GPU Programming," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",johns hopkins university,USA,66.94
GPU Programming," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",johns hopkins university,USA,65.64
GPU Programming," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",johns hopkins university,USA,71.17
GPU Programming," Python Programming, Machine Learning, Computer Programming, Artificial Neural Networks, C Programming Language Family, C++ Programming, Algorithms, Data Science, Linear Algebra",johns hopkins university,USA,71.6
Fundamentals of Machine Learning for Healthcare," Critical Thinking, Machine Learning",stanford university,USA,89.5
Fundamentals of Machine Learning for Healthcare," Critical Thinking, Machine Learning",stanford university,USA,93.94
Fundamentals of Machine Learning for Healthcare," Critical Thinking, Machine Learning",stanford university,USA,99.09
Fundamentals of Machine Learning for Healthcare," Critical Thinking, Machine Learning",stanford university,USA,98.66
SAP Professional Fundamentals," Leadership and Management, Strategy, Strategy and Operations, Business Process Management, Planning, Project Management, Business Analysis, Business Transformation, Cloud-Based Integration, Supply Chain and Logistics",sap,Unknown,62.39938193343899
Introduction to Computers and Operating Systems and Security," Cloud Computing, Computer Architecture, Operating Systems, System Security",microsoft,Unknown,62.39938193343899
Hands-on Introduction to Linux Commands and Shell Scripting, Linux,ibm,Unknown,62.39938193343899
PwC GST Taxation Executive," Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving",pwc india,Unknown,62.39938193343899
C Programming with Linux," Computer Programming, Computer Programming Tools, Linux",dartmouth college,USA,48.5
C Programming with Linux," Computer Programming, Computer Programming Tools, Linux",dartmouth college,USA,46.04
C Programming with Linux," Computer Programming, Computer Programming Tools, Linux",dartmouth college,USA,58.0
C Programming with Linux," Computer Programming, Computer Programming Tools, Linux",dartmouth college,USA,56.35
Software Development Lifecycle," Software Engineering, Agile Software Development, Design and Product, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Collaboration, Estimation, Full-Stack Web Development, Computer Programming Tools, Computer Programming, Search Engine Optimization, Conflict Management",university of minnesota,Unknown,62.39938193343899
Google UX Design (DE)," Design and Product, User Experience Design, User Experience",google,Unknown,62.39938193343899
Vital Signs: Understanding What the Body Is Telling Us, Health,university of pennsylvania,USA,73.64
Vital Signs: Understanding What the Body Is Telling Us, Health,university of pennsylvania,USA,77.24
Vital Signs: Understanding What the Body Is Telling Us, Health,university of pennsylvania,USA,79.3
Vital Signs: Understanding What the Body Is Telling Us, Health,university of pennsylvania,USA,77.6
Auditing I: Conceptual Foundations of Auditing," Accounting, Audit, Critical Thinking, Financial Analysis, Regulations and Compliance, Risk Management, Financial Accounting, General Accounting, Leadership and Management, Finance",university of illinois at urbana-champaign,Unknown,62.39938193343899
Write Professional Emails in English," Writing, Business Communication, Professional Development",georgia institute of technology,USA,44.71
Write Professional Emails in English," Writing, Business Communication, Professional Development",georgia institute of technology,USA,44.26
Write Professional Emails in English," Writing, Business Communication, Professional Development",georgia institute of technology,USA,52.74
Write Professional Emails in English," Writing, Business Communication, Professional Development",georgia institute of technology,USA,52.08
Fundamentals of Reinforcement Learning," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",university of alberta,Canada,44.5
Fundamentals of Reinforcement Learning," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",university of alberta,Canada,51.23
Fundamentals of Reinforcement Learning," Machine Learning, Reinforcement Learning, Machine Learning Algorithms, Python Programming, Statistical Programming, Computer Programming, Decision Making",university of alberta,Canada,50.25
Managing Cybersecurity," Security Engineering, System Security, Risk Management, Computer Security Incident Management, Leadership and Management, Security Strategy, Network Security, Strategy, Cyberattacks, Strategy and Operations, Computer Security Models, Software Security, Security Software, Computer Networking, Planning, Business Analysis, Network Architecture, Networking Hardware, Organizational Development, Operations Management, Cryptography, Network Model, Project Management, Software As A Service, Cloud Computing",university system of georgia,Unknown,62.39938193343899
TensorFlow: Data and Deployment," Machine Learning, Applied Machine Learning, Deep Learning, Tensorflow, Computer Programming, Javascript, Artificial Neural Networks, Python Programming, Data Model, Machine Learning Software, Mobile Development, Web Development, Computer Vision, Mobile Development Tools, Extract, Transform, Load, Software Framework, Visualization (Computer Graphics), iOS Development",deeplearning.ai,Unknown,62.39938193343899
Learning Linux for LFCA Certification," Operating Systems, Linux, System Software, Cloud Computing, Computer Networking, DevOps, Network Security, Cloud Platforms, Computer Programming Tools, Software Engineering Tools, System Security, Application Development, Cloud Applications, Devops Tools, Security Engineering, System Programming, Information Technology",learnquest,Unknown,62.39938193343899
Understanding Research Methods," Planning, Writing",university of london,Unknown,62.39938193343899
Teach English Now! Foundational Principles, Mergers & Acquisitions,arizona state university,USA,45.7
Teach English Now! Foundational Principles, Mergers & Acquisitions,arizona state university,USA,46.72
Teach English Now! Foundational Principles, Mergers & Acquisitions,arizona state university,USA,51.14
Teach English Now! Foundational Principles, Mergers & Acquisitions,arizona state university,USA,51.13
Learn English: Advanced Grammar and Punctuation, Writing,"university of california, irvine",USA,50.64
Learn English: Advanced Grammar and Punctuation, Writing,"university of california, irvine",USA,47.52
Learn English: Advanced Grammar and Punctuation, Writing,"university of california, irvine",USA,52.93
Learn English: Advanced Grammar and Punctuation, Writing,"university of california, irvine",USA,51.51
Social Media Marketing," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",northwestern university,USA,54.4
Social Media Marketing," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",northwestern university,USA,56.12
Social Media Marketing," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",northwestern university,USA,66.18
Social Media Marketing," Marketing, Social Media, Communication, Digital Marketing, Media Strategy & Planning, Market Research, Strategy, Marketing Management, Brand Management, Advertising, Customer Analysis, Entrepreneurship, Decision Making, Market Analysis, Research and Design, People Management, Persona Research",northwestern university,USA,66.56
Introductory C Programming," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",duke university,USA,58.37
Introductory C Programming," Python Programming, Computer Programming, C Programming Language Family, Algorithms, Computational Logic, Critical Thinking, Problem Solving, Process Analysis, Programming Principles, Computer Programming Tools, Data Visualization, Theoretical Computer Science, Computational Thinking, Software Testing, Writing, Software Engineering, User Experience",duke university,USA,57.72
